brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti,Maruti Alto,6,35000,Individual,Petrol,Manual,22.74,796,47.3,5,3.0
Toyota,Toyota Innova,13,143448,Dealer,Diesel,Manual,12.8,2494,102.0,7,7.0
Tata,Tata Tiago,4,39543,Dealer,Diesel,Manual,27.28,1047,69.0,5,4.85
Renault,Renault KWID,5,46000,Dealer,Petrol,Manual,25.17,799,53.3,5,3.15
Maruti,Maruti Celerio,5,51000,Dealer,Petrol,Automatic,23.1,998,67.04,5,4.35
Mahindra,Mahindra XUV500,6,80000,Individual,Diesel,Manual,16.0,2179,140.0,7,11.0
Hyundai,Hyundai i20,6,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.0
Hyundai,Hyundai i20,4,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,6.55
Ford,Ford Ecosport,3,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,9.0
Volkswagen,Volkswagen Vento,3,9965,Dealer,Petrol,Manual,16.09,1598,103.2,5,9.15
Mahindra,Mahindra Bolero,8,39000,Individual,Diesel,Manual,15.96,2523,62.1,7,5.3
Toyota,Toyota Innova,5,35500,Dealer,Diesel,Automatic,13.68,2393,147.51,7,14.9
Honda,Honda Amaze,8,70400,Dealer,Petrol,Manual,18.6,1199,88.76,5,4.15
Maruti,Maruti Wagon R,6,80000,Individual,CNG,Manual,26.6,998,58.16,5,3.0
Maruti,Maruti Eeco,10,70000,Dealer,Petrol,Manual,16.11,1196,72.42,5,2.75
Maruti,Maruti Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,3.5
Toyota,Toyota Innova,7,115000,Dealer,Diesel,Manual,12.99,2494,100.0,7,10.25
Hyundai,Hyundai Grand,4,76000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,5.15
Honda,Honda City,13,120000,Individual,Petrol,Manual,17.7,1497,78.0,5,4.0
Volkswagen,Volkswagen Polo,2,7000,Dealer,Petrol,Manual,18.78,999,75.0,5,7.3
Maruti,Maruti Ciaz,5,45000,Dealer,Petrol,Manual,20.73,1373,91.1,5,7.25
Honda,Honda City,5,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,6.5
Maruti,Maruti Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,8.0
Ford,Ford Freestyle,2,30000,Individual,Diesel,Manual,24.4,1498,98.63,5,7.75
Volkswagen,Volkswagen Polo,6,56084,Dealer,Petrol,Automatic,17.21,1197,103.6,5,6.45
Maruti,Maruti Alto,9,116006,Dealer,Petrol,Manual,20.92,998,67.1,5,2.5
Maruti,Maruti Wagon R,8,65000,Dealer,Petrol,Manual,21.79,998,67.05,5,2.95
Honda,Honda Civic,2,21000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,16.7
Maruti,Maruti Swift Dzire,10,180000,Individual,Diesel,Manual,19.3,1248,73.9,5,3.8
Renault,Renault KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,3.1
Mahindra,Mahindra XUV300,2,25000,Individual,Diesel,Manual,20.0,1497,115.0,5,10.79
Toyota,Toyota Innova,6,71000,Dealer,Diesel,Manual,12.99,2494,100.6,7,12.75
Maruti,Maruti Eeco,5,40000,Dealer,Petrol,Manual,15.37,1196,72.42,7,3.65
Mahindra,Mahindra XUV500,4,60000,Dealer,Diesel,Manual,15.1,2179,152.87,7,15.0
Hyundai,Hyundai Creta,2,12000,Individual,Petrol,Manual,15.8,1591,121.3,5,10.7
BMW,BMW 5,9,65000,Dealer,Diesel,Automatic,11.5,2993,235.0,5,18.55
Ford,Ford Ecosport,7,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.75
Hyundai,Hyundai Grand,5,28000,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.95
Maruti,Maruti Vitara,4,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,8.5
Maruti,Maruti Swift Dzire,5,73000,Individual,Petrol,Manual,20.85,1197,83.14,5,5.3
Mercedes-Benz,Mercedes-Benz C-Class,9,64212,Dealer,Diesel,Automatic,14.94,2143,204.0,5,10.0
Maruti,Maruti Swift,5,85263,Dealer,Diesel,Manual,25.2,1248,74.0,5,5.5
Audi,Audi A6,6,56227,Dealer,Diesel,Automatic,17.68,1968,174.33,5,26.75
Maruti,Maruti Alto,5,2000,Individual,Petrol,Manual,22.74,796,47.3,5,2.2
Maruti,Maruti Alto,5,31000,Dealer,Petrol,Automatic,23.95,998,67.05,5,3.6
Maruti,Maruti Ciaz,4,31869,Dealer,Petrol,Manual,20.73,1373,91.1,5,6.9
Maruti,Maruti Alto,4,23765,Dealer,Petrol,Manual,23.95,998,67.05,5,4.0
Maruti,Maruti Swift Dzire,8,64000,Individual,Petrol,Manual,19.1,1197,85.8,5,3.5
Maruti,Maruti Wagon R,8,34000,Dealer,Petrol,Manual,18.9,998,67.1,5,3.0
Maruti,Maruti Celerio,7,52500,Dealer,Petrol,Automatic,23.1,998,67.04,5,3.75
Maruti,Maruti Swift,13,57000,Dealer,Petrol,Manual,16.1,1298,88.2,5,2.05
Hyundai,Hyundai i20,2,15000,Dealer,Diesel,Manual,22.54,1396,88.76,5,9.75
Mahindra,Mahindra XUV500,4,34000,Dealer,Diesel,Manual,16.0,2179,140.0,7,15.7
Ford,Ford Ecosport,4,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,8.85
Maruti,Maruti Ciaz,5,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5,6.3
BMW,BMW 3,5,45000,Dealer,Diesel,Automatic,19.59,1995,184.0,5,26.9
Mercedes-Benz,Mercedes-Benz E-Class,8,39500,Dealer,Petrol,Automatic,10.93,2497,204.0,5,18.5
Hyundai,Hyundai i10,10,42000,Individual,Petrol,Manual,20.36,1197,78.9,5,2.3
Honda,Honda City,14,70000,Dealer,Petrol,Manual,17.7,1497,78.0,5,1.8
Honda,Honda CR-V,2,20000,Individual,Diesel,Automatic,19.5,1597,118.3,7,31.0
Maruti,Maruti Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,4.5
Mercedes-Benz,Mercedes-Benz C-Class,11,75000,Dealer,Petrol,Automatic,11.7,1796,178.0,5,8.0
Maruti,Maruti Alto,10,22900,Dealer,Petrol,Manual,20.92,998,67.1,5,2.15
Maruti,Maruti Celerio,3,20000,Individual,CNG,Manual,31.79,998,58.33,5,5.1
Ford,Ford Endeavour,9,98000,Dealer,Diesel,Manual,13.1,2499,141.0,7,8.75
Honda,Honda City,7,75000,Dealer,Petrol,Manual,17.4,1497,117.6,5,5.37
Tata,Tata Nexon,3,60000,Individual,Petrol,Manual,17.0,1198,108.5,5,6.0
Renault,Renault KWID,3,12500,Individual,Petrol,Automatic,24.04,999,67.0,5,3.45
Maruti,Maruti Vitara,5,68000,Dealer,Diesel,Manual,24.3,1248,88.5,5,6.6
Hyundai,Hyundai i20,8,70000,Individual,Diesel,Manual,21.9,1396,88.76,5,3.1
Hyundai,Hyundai Verna,4,36000,Dealer,Diesel,Manual,23.9,1582,126.2,5,8.6
Maruti,Maruti Swift Dzire,4,80000,Individual,Diesel,Manual,28.4,1248,74.02,5,6.5
Skoda,Skoda Rapid,3,62600,Dealer,Diesel,Automatic,21.72,1498,108.6,5,10.45
Hyundai,Hyundai Grand,4,55000,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.15
Maruti,Maruti Swift,6,76448,Dealer,Diesel,Manual,22.9,1248,74.0,5,4.05
Maruti,Maruti Ciaz,7,48000,Dealer,Petrol,Manual,20.73,1373,91.1,5,5.45
Volkswagen,Volkswagen Vento,6,76000,Dealer,Diesel,Manual,20.34,1498,103.2,5,5.75
Honda,Honda Amaze,3,40000,Individual,Diesel,Manual,27.4,1498,98.63,5,7.5
Hyundai,Hyundai i20,6,42000,Individual,Petrol,Manual,18.6,1197,81.83,5,4.3
Honda,Honda Jazz,5,52062,Dealer,Petrol,Manual,18.2,1199,88.7,5,6.75
Ford,Ford Ecosport,7,56017,Dealer,Diesel,Manual,22.7,1498,89.84,5,6.85
Hyundai,Hyundai Creta,3,10000,Individual,Petrol,Manual,15.8,1591,121.3,5,9.95
Mercedes-Benz,Mercedes-Benz C-Class,9,77000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,14.5
Maruti,Maruti Ertiga,5,135000,Individual,Diesel,Manual,24.52,1248,88.5,7,9.0
Toyota,Toyota Innova,3,18000,Individual,Diesel,Manual,13.68,2393,147.8,8,19.2
Mercedes-Benz,Mercedes-Benz C-Class,12,66001,Dealer,Petrol,Manual,11.7,1796,178.0,5,6.5
Maruti,Maruti Swift Dzire,8,100000,Individual,Petrol,Manual,19.1,1197,85.8,5,3.9
Honda,Honda City,2,9600,Dealer,Petrol,Automatic,17.4,1497,117.6,5,11.6
BMW,BMW 5,12,70000,Dealer,Diesel,Automatic,11.5,2993,235.0,5,6.95
Hyundai,Hyundai i10,4,9000,Individual,Petrol,Manual,19.81,1086,68.05,5,3.75
Mahindra,Mahindra XUV300,2,13921,Dealer,Petrol,Manual,17.0,1197,108.6,5,9.75
Maruti,Maruti Swift,6,120000,Individual,Diesel,Manual,25.2,1248,74.0,5,5.8
Maruti,Maruti Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,7.2
Maruti,Maruti Celerio,5,48129,Dealer,CNG,Manual,31.79,998,58.2,5,4.11
Maruti,Maruti Swift Dzire,5,189000,Individual,Petrol,Manual,19.0,1197,85.8,5,3.4
Hyundai,Hyundai Creta,3,65000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,14.21
Renault,Renault Triber,2,11000,Dealer,Petrol,Manual,20.0,999,72.0,7,7.25
Toyota,Toyota Fortuner,4,150000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,28.0
Mahindra,Mahindra XUV500,7,178000,Individual,Diesel,Manual,15.1,2179,140.0,7,9.5
Hyundai,Hyundai Grand,6,66916,Dealer,Petrol,Automatic,18.9,1197,82.0,5,5.5
Toyota,Toyota Innova,5,56875,Dealer,Diesel,Manual,13.68,2393,147.8,7,18.5
Hyundai,Hyundai i20,7,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,6.95
Mahindra,Mahindra Thar,3,21219,Dealer,Diesel,Manual,16.55,2498,105.0,6,9.95
Maruti,Maruti Swift,2,11320,Individual,Petrol,Manual,21.21,1197,81.8,5,7.0
Hyundai,Hyundai Santro,12,68000,Individual,Petrol,Manual,17.92,1086,62.1,5,2.15
Volkswagen,Volkswagen Polo,7,53776,Individual,Petrol,Automatic,17.21,1197,103.6,5,6.5
Volkswagen,Volkswagen Vento,11,59000,Dealer,Petrol,Manual,16.09,1598,103.2,5,2.49
Hyundai,Hyundai Creta,6,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,8.0
Maruti,Maruti Ertiga,6,77000,Dealer,CNG,Manual,17.5,1373,80.46,7,6.45
Mercedes-Benz,Mercedes-Benz GL-Class,4,38000,Dealer,Diesel,Automatic,17.9,2143,170.0,5,29.75
Hyundai,Hyundai Grand,4,47000,Dealer,Petrol,Manual,18.9,1197,81.86,5,5.55
Maruti,Maruti Ertiga,6,70000,Individual,Diesel,Manual,20.77,1248,88.76,7,7.8
Mahindra,Mahindra KUV,4,35000,Individual,Petrol,Manual,18.15,1198,82.0,5,3.5
Maruti,Maruti Swift Dzire,2,10000,Individual,Petrol,Automatic,22.0,1197,81.8,5,6.6
Skoda,Skoda Superb,4,8000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,23.75
Honda,Honda City,3,26000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,11.25
Toyota,Toyota Innova,5,85000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,17.55
Maruti,Maruti Wagon R,4,66628,Dealer,CNG,Manual,26.6,998,58.16,5,4.15
Maruti,Maruti Wagon R,11,81133,Dealer,Petrol,Manual,18.9,1061,67.0,5,2.45
Maruti,Maruti Baleno,1,2441,Dealer,Petrol,Automatic,19.56,1197,81.8,5,8.75
Honda,Honda Amaze,4,40000,Individual,Petrol,Manual,17.8,1198,86.7,5,5.0
Mercedes-Benz,Mercedes-Benz GL-Class,3,10000,Dealer,Diesel,Automatic,17.9,2143,170.0,5,49.5
Maruti,Maruti Wagon R,10,120000,Individual,Petrol,Manual,18.9,998,67.1,5,2.75
Honda,Honda Amaze,6,42012,Dealer,Petrol,Manual,18.6,1199,88.76,5,4.75
Toyota,Toyota Innova,5,120000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,16.85
Hyundai,Hyundai i20,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,6.5
Renault,Renault Duster,8,54000,Dealer,Diesel,Manual,19.64,1461,108.45,5,3.15
Maruti,Maruti Swift,7,85195,Dealer,Petrol,Manual,18.6,1197,85.8,5,4.5
Maruti,Maruti Alto,8,25000,Individual,Petrol,Manual,22.74,796,47.3,5,2.1
Renault,Renault Triber,2,15000,Individual,Petrol,Manual,20.0,999,72.0,7,6.54
Maruti,Maruti Dzire ZXI,4,18767,Dealer,Petrol,Manual,23.26,1197,88.5,5,7.6
Volkswagen,Volkswagen Vento,8,57000,Dealer,Diesel,Manual,22.27,1498,108.6,5,3.45
Mercedes-Benz,Mercedes-Benz GL-Class,5,60696,Dealer,Diesel,Automatic,11.3,2987,254.8,7,45.0
Maruti,Maruti Ciaz,4,27400,Dealer,Petrol,Manual,20.73,1373,91.1,5,6.55
Kia,Kia Seltos,2,15000,Individual,Petrol,Automatic,16.8,1497,113.4,5,14.0
Hyundai,Hyundai Verna,3,22000,Dealer,Petrol,Manual,17.0,1591,121.3,5,9.1
Toyota,Toyota Innova,6,50000,Individual,Diesel,Manual,12.99,2494,100.6,8,14.0
Maruti,Maruti Swift,7,44651,Dealer,Petrol,Manual,16.1,1197,85.0,5,4.35
Force,Force Gurkha,5,60000,Individual,Diesel,Manual,17.0,2596,80.8,5,7.0
Toyota,Toyota Fortuner,1,6300,Dealer,Diesel,Automatic,12.9,2755,174.5,7,36.5
Maruti,Maruti Wagon R,6,64000,Dealer,CNG,Manual,26.2,998,58.2,5,3.9
Maruti,Maruti Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,4.75
Ford,Ford Figo,10,50000,Individual,Diesel,Manual,20.0,1399,68.0,5,2.5
Hyundai,Hyundai i10,11,45000,Individual,Petrol,Manual,19.81,1086,68.05,5,1.55
Maruti,Maruti Baleno,2,25000,Individual,Petrol,Manual,21.01,1197,81.8,5,7.0
Land Rover,Land Rover Rover,5,104000,Individual,Diesel,Automatic,12.51,2179,187.7,7,27.0
Maruti,Maruti Swift Dzire,3,30000,Dealer,Petrol,Manual,22.0,1197,81.8,5,7.4
Hyundai,Hyundai Creta,5,55000,Dealer,Diesel,Manual,19.67,1582,126.2,5,11.15
Honda,Honda Jazz,6,80000,Individual,Diesel,Manual,27.3,1498,98.6,5,6.0
Maruti,Maruti Swift,3,54100,Dealer,Diesel,Manual,22.9,1248,74.0,5,6.5
Hyundai,Hyundai i20,4,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,8.0
Honda,Honda City,15,55000,Dealer,Petrol,Manual,17.7,1497,78.0,5,1.2
Hyundai,Hyundai Santro,2,5000,Dealer,Petrol,Manual,20.3,1086,68.0,5,6.0
Honda,Honda City,3,70000,Individual,Petrol,Manual,17.4,1497,117.3,5,8.0
Hyundai,Hyundai i10,10,30215,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.64
Datsun,Datsun RediGO,3,10400,Individual,Petrol,Manual,22.5,999,67.0,5,3.0
Maruti,Maruti Swift Dzire,7,56930,Dealer,Petrol,Manual,22.0,1197,81.8,5,4.6
Audi,Audi A4,9,68370,Dealer,Diesel,Automatic,17.11,1968,174.33,5,13.45
Maruti,Maruti Baleno,2,23000,Individual,Diesel,Manual,27.39,1248,74.0,5,8.5
Mahindra,Mahindra KUV,5,50000,Dealer,Diesel,Manual,25.32,1198,77.0,5,5.5
Ford,Ford Aspire,5,130000,Individual,Diesel,Manual,25.83,1498,99.0,5,5.07
Maruti,Maruti Alto,4,11614,Trustmark Dealer,Petrol,Manual,23.95,998,67.05,5,3.5
Renault,Renault KWID,2,23000,Dealer,Petrol,Manual,25.17,799,53.3,5,4.25
Maruti,Maruti Swift Dzire,6,72000,Dealer,Diesel,Manual,19.3,1248,73.9,5,4.75
Hyundai,Hyundai i20,5,42472,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.9
Mahindra,Mahindra Bolero,4,65000,Dealer,Diesel,Manual,21.0,1498,74.96,7,6.75
Maruti,Maruti Celerio,5,62000,Dealer,Petrol,Automatic,23.1,998,67.04,5,4.7
Honda,Honda Amaze,7,170000,Individual,Diesel,Manual,25.8,1498,98.6,5,4.5
Skoda,Skoda Rapid,3,9570,Dealer,Petrol,Automatic,14.3,1598,103.2,5,11.95
BMW,BMW 7,13,68000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,7.5
BMW,BMW X5,3,15000,Dealer,Diesel,Automatic,15.3,2993,258.0,5,63.5
Toyota,Toyota Innova,7,145000,Individual,Diesel,Manual,12.99,2494,100.6,7,9.3
Maruti,Maruti Celerio,7,40860,Dealer,Petrol,Manual,21.63,998,67.04,5,3.45
Maruti,Maruti Alto,8,95011,Dealer,Petrol,Manual,22.74,796,47.3,5,2.25
Maruti,Maruti Wagon R,15,90000,Individual,Petrol,Manual,17.3,1061,64.0,5,0.8
Hyundai,Hyundai i10,7,36971,Dealer,Petrol,Manual,19.81,1086,68.05,5,3.1
Hyundai,Hyundai Creta,6,35000,Individual,Diesel,Manual,21.38,1396,88.7,5,9.0
Renault,Renault Duster,3,48133,Dealer,Petrol,Automatic,14.99,1498,104.5,5,11.55
Ford,Ford Figo,5,26488,Dealer,Diesel,Manual,25.83,1498,99.0,5,5.75
Honda,Honda Amaze,6,71572,Dealer,Diesel,Manual,25.8,1498,98.6,5,4.55
Renault,Renault KWID,1,5000,Individual,Petrol,Automatic,24.04,999,67.0,5,4.72
Maruti,Maruti Ciaz,4,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,6.0
Maruti,Maruti Ertiga,5,132000,Individual,Diesel,Manual,24.52,1248,88.5,7,8.0
Ford,Ford Figo,10,60000,Individual,Diesel,Manual,20.0,1399,68.0,5,2.3
Hyundai,Hyundai Creta,6,69000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,9.0
Maruti,Maruti Ciaz,3,20360,Dealer,Petrol,Automatic,20.28,1462,103.25,5,8.75
Toyota,Toyota Innova,5,87000,Individual,Diesel,Manual,13.68,2393,147.8,7,17.0
Audi,Audi A4,10,100000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,7.8
Hyundai,Hyundai Grand,3,11300,Dealer,Petrol,Manual,18.9,1197,81.86,5,5.25
Tata,Tata Hexa,2,42187,Dealer,Diesel,Manual,17.6,2179,153.86,7,14.95
Hyundai,Hyundai Grand,8,23135,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.5
BMW,BMW 7,14,60000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,4.65
Maruti,Maruti Alto,4,45000,Dealer,CNG,Manual,33.44,796,40.3,4,2.9
Maruti,Maruti Ertiga,7,120000,Individual,Diesel,Manual,20.77,1248,88.8,7,7.25
Honda,Honda City,16,60000,Individual,Petrol,Manual,13.0,1493,100.0,5,2.25
Toyota,Toyota Innova,7,50000,Dealer,Diesel,Manual,12.8,2494,102.0,7,9.5
BMW,BMW 5,5,24000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,38.0
Maruti,Maruti Eeco,2,7557,Dealer,Petrol,Manual,16.11,1196,72.42,5,4.5
Ford,Ford Figo,6,120000,Individual,Diesel,Manual,20.0,1399,68.05,5,2.8
Honda,Honda Amaze,3,20000,Individual,Petrol,Manual,17.8,1198,86.7,5,5.3
Hyundai,Hyundai i20,6,44726,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.5
Mahindra,Mahindra Scorpio,5,63452,Dealer,Diesel,Manual,15.4,2179,120.0,7,10.7
Hyundai,Hyundai Verna,2,45000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,12.25
Maruti,Maruti Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5,6.85
Ford,Ford Figo,9,60000,Dealer,Diesel,Manual,20.0,1399,68.0,5,2.2
Mahindra,Mahindra Scorpio,12,65000,Dealer,Diesel,Manual,12.05,2179,120.0,8,5.45
Hyundai,Hyundai i20,6,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.85
Maruti,Maruti Swift,6,52000,Dealer,Petrol,Manual,21.21,1197,81.8,5,4.48
Honda,Honda City,7,30000,Individual,Petrol,Automatic,18.0,1497,117.3,5,8.25
Hyundai,Hyundai i20,6,80000,Individual,Diesel,Manual,21.19,1396,88.73,5,4.3
BMW,BMW 5,7,76000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,20.5
Hyundai,Hyundai i10,7,57210,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.98
Maruti,Maruti Alto,10,70000,Individual,Petrol,Manual,20.92,998,67.1,5,1.65
Maruti,Maruti Swift Dzire,4,120000,Individual,Diesel,Manual,28.4,1248,74.02,5,5.47
Maruti,Maruti Celerio,3,42000,Dealer,Petrol,Manual,23.1,998,67.04,5,4.25
Honda,Honda Amaze,8,55000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,4.25
Maruti,Maruti Celerio,4,48300,Individual,Petrol,Automatic,23.1,998,67.04,5,4.2
Hyundai,Hyundai Santro,8,60000,Individual,Petrol,Manual,17.92,1086,62.1,5,2.4
Maruti,Maruti Swift Dzire,7,43000,Dealer,Petrol,Manual,20.85,1197,83.14,5,3.95
Maruti,Maruti Wagon R,5,18307,Dealer,Petrol,Automatic,20.51,998,67.0,5,4.15
Tata,Tata Nexon,2,20000,Individual,Diesel,Manual,21.5,1497,108.5,5,10.0
Hyundai,Hyundai i20,9,70000,Dealer,Diesel,Manual,21.9,1396,88.76,5,4.7
Hyundai,Hyundai Grand,6,63000,Individual,Petrol,Manual,18.9,1197,82.0,5,3.4
Honda,Honda City,6,79000,Dealer,Petrol,Manual,17.4,1497,117.3,5,7.0
Ford,Ford Figo,10,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,2.7
BMW,BMW 3,8,87000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,11.75
Maruti,Maruti Swift Dzire,6,85000,Individual,Diesel,Manual,26.59,1248,74.0,5,4.7
Mahindra,Mahindra XUV500,8,113000,Dealer,Diesel,Manual,16.0,2179,140.0,7,6.5
Maruti,Maruti Swift Dzire,5,90000,Dealer,Diesel,Automatic,26.59,1248,74.0,5,7.15
Maruti,Maruti Swift,3,20000,Dealer,Petrol,Manual,22.0,1197,81.8,5,6.45
Maruti,Maruti Wagon R,14,39000,Dealer,Petrol,Manual,21.79,998,67.05,5,1.35
Hyundai,Hyundai Verna,3,15000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,11.5
Hyundai,Hyundai Creta,6,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,8.75
BMW,BMW 3,4,33000,Individual,Petrol,Automatic,17.61,1998,184.0,5,27.75
Toyota,Toyota Innova,14,94000,Dealer,Diesel,Manual,12.99,2494,100.0,7,4.11
Hyundai,Hyundai i20,7,48000,Dealer,Petrol,Manual,18.6,1197,81.83,5,4.9
Toyota,Toyota Camry,9,83386,Dealer,Petrol,Automatic,12.98,2494,178.3,5,7.5
Volkswagen,Volkswagen Polo,7,35000,Individual,Petrol,Manual,16.47,1198,74.0,5,5.3
Ford,Ford Ecosport,2,4015,Individual,Petrol,Manual,17.0,1497,121.31,5,9.46
Hyundai,Hyundai Grand,3,8468,Dealer,Petrol,Manual,18.9,1197,81.86,5,6.85
Maruti,Maruti Ertiga,8,56600,Individual,Petrol,Manual,16.02,1373,93.7,7,4.75
Volkswagen,Volkswagen Vento,8,67000,Dealer,Petrol,Manual,15.04,1598,103.6,5,3.6
Honda,Honda Jazz,5,14479,Dealer,Petrol,Manual,18.7,1199,88.7,5,7.0
Porsche,Porsche Cayenne,7,96000,Individual,Diesel,Automatic,16.12,2967,245.0,5,28.0
Hyundai,Hyundai Santro,11,32400,Dealer,Petrol,Manual,17.92,1086,62.1,5,2.7
Renault,Renault Duster,8,64000,Dealer,Diesel,Manual,19.01,1461,108.45,5,3.7
Honda,Honda City,15,75000,Dealer,Petrol,Manual,16.0,1493,106.0,5,2.35
Audi,Audi A4,4,38000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,20.55
BMW,BMW 7,7,38000,Dealer,Diesel,Automatic,17.66,2993,261.49,4,47.0
BMW,BMW 5,7,38000,Dealer,Diesel,Automatic,18.84,1995,184.0,5,20.75
Hyundai,Hyundai i20,4,16000,Dealer,Petrol,Manual,18.5,1197,80.0,5,5.4
Hyundai,Hyundai Grand,6,67000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,5.4
Maruti,Maruti Ertiga,2,15439,Dealer,Petrol,Manual,19.01,1462,103.26,7,9.8
Maruti,Maruti Alto,7,10000,Individual,Petrol,Manual,22.74,796,47.3,5,3.2
Hyundai,Hyundai i10,5,57000,Dealer,Petrol,Manual,20.36,1197,78.9,5,3.75
Hyundai,Hyundai i20,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,4.4
Hyundai,Hyundai i20,6,63239,Dealer,Diesel,Manual,22.54,1396,88.73,5,6.5
Maruti,Maruti Swift,4,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,4.35
Toyota,Toyota Camry,6,60000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,23.5
Hyundai,Hyundai Grand,6,25000,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.75
Ford,Ford Ecosport,8,80150,Dealer,Petrol,Manual,15.8,1499,110.0,5,5.0
Maruti,Maruti Ertiga,9,140000,Individual,Diesel,Manual,20.77,1248,88.76,7,5.0
Maruti,Maruti Ciaz,2,50000,Individual,Diesel,Manual,28.09,1248,88.5,5,8.25
Maruti,Maruti Celerio,3,15000,Dealer,Petrol,Automatic,21.63,998,67.04,5,5.7
Maruti,Maruti Baleno,4,57000,Individual,Petrol,Manual,21.4,1197,83.1,5,6.25
Maruti,Maruti Wagon R,3,27823,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,4.25
Ford,Ford Ecosport,4,27000,Individual,Petrol,Manual,15.85,1499,110.4,5,8.7
Maruti,Maruti Ertiga,4,49000,Dealer,CNG,Manual,17.5,1373,80.46,7,8.25
Maruti,Maruti Ertiga,2,15000,Individual,Petrol,Manual,19.34,1462,103.0,7,9.2
Maruti,Maruti Swift,3,9500,Dealer,Petrol,Manual,22.0,1197,81.8,5,7.99
Honda,Honda City,13,100000,Individual,Petrol,Automatic,17.0,1497,118.0,5,2.0
Datsun,Datsun GO,4,50000,Individual,Petrol,Manual,20.63,1198,67.06,5,3.15
Ford,Ford Endeavour,3,41000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,32.0
Hyundai,Hyundai i20,2,13230,Dealer,Petrol,Manual,18.6,1197,81.86,5,7.72
Skoda,Skoda Rapid,7,50000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,5.8
Jeep,Jeep Compass,3,67000,Dealer,Diesel,Manual,17.1,1956,170.0,5,17.4
Mahindra,Mahindra XUV500,7,30000,Individual,Diesel,Manual,15.1,2179,140.0,7,9.5
Hyundai,Hyundai i20,5,49000,Dealer,Petrol,Manual,18.6,1197,81.83,5,6.95
Mahindra,Mahindra Bolero,15,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,2.4
Volkswagen,Volkswagen Polo,4,55000,Dealer,Petrol,Manual,16.2,1199,74.0,5,6.75
